FileName,Label
98477788,33
929336,14
64359595,3
44931092,23
21172853,14
82754366,23
54629121,7
37601148,35
80557443,34
11825584,5
79239895,16
62699615,3
62020633,27
88993752,29
35013508,8
54109846,3
25696247,23
79335153,28
99437593,8
64507560,31
90153255,32
71497729,5
81013593,14
18458058,17
86075595,3
62915073,12
79988245,30
79917793,11
46507244,33
45492751,34
88595267,8
78724956,19
63765046,24
25936189,30
10592851,19
9174319,5
29081386,19
79470932,26
86285024,12
21655350,28
81023826,23
27391388,21
34292978,23
88929698,27
63167686,8
31519654,10
69139095,13
81940982,27
16156317,35
67762137,7
19048118,35
92492226,30
5994253,13
96650354,13
16423127,10
95952184,1
73636809,9
78807493,21
27016545,12
50463208,20
26721738,20
10019620,31
6873292,18
50251278,4
61971394,8
20349782,5
25799230,3
17272190,29
22578900,4
28799327,17
21093847,17
51755890,25
82233244,29
13926154,20
50845718,2
63838310,23
88636999,3
54278829,32
76860110,11
67218012,8
6531447,24
89669753,12
12583708,15
36375977,7
15977341,11
78007759,19
7019119,17
19745175,21
90312076,31
46869261,4
22296716,8
20457614,32
97787763,35
38742147,4
18105511,16
70700531,27
19557837,21
72950832,15
88966268,22
3927145,14
15236532,33
11225335,26
382195,12
87663323,13
24638201,35
73439209,6
12846051,11
73929105,31
74883561,12
6427431,21
20793864,26
63203925,4
44856068,10
69352535,12
82140027,33
95340182,25
24167875,19
97988561,28
52151801,7
94125523,11
40995692,6
42307093,4
75192756,29
69910685,2
97917568,7
64243643,23
49698143,3
92866900,27
35492203,24
38294539,22
74607201,4
19692269,5
83186731,10
23488510,3
2239064,1
99689981,1
28317578,33
79102304,9
49503435,13
36201679,18
52761170,33
44120914,25
78226485,10
19939189,31
12801981,31
54052357,1
12470446,28
85230266,22
73541052,23
69963926,6
92943705,21
62620871,26
34992513,3
54364101,8
5804491,29
14592609,5
45789321,30
68910776,8
71274441,12
56437093,19
27652555,15
21596795,6
60875490,34
60082367,8
54817787,17
22049387,17
29951468,12
30033507,25
6161554,7
37568964,28
26569576,17
27546289,17
27990288,23
61403923,32
37007731,21
28725493,26
61147995,28
257772,3
22184450,14
26461145,30
71878999,12
86748259,23
26916941,34
98038393,8
91558088,27
99777831,28
74634507,23
91512630,27
49850324,6
54889883,14
65845295,30
42408160,32
5855284,16
27653246,31
23020468,27
87828713,2
17256164,14
33512784,12
37857771,27
89001935,13
55206368,34
11939838,30
54674867,20
53667919,34
96608387,27
52893989,11
82194150,5
97179508,18
99849610,29
24369339,14
61800421,27
10311339,3
29610268,34
93532099,4
32346651,12
3253100,31
43896748,13
28101536,12
84425862,17
71700512,32
97321872,7
95348476,11
41396286,32
99374902,26
83002210,33
30907355,15
98005450,27
15314701,26
32632424,30
85187526,24
91244624,6
33924073,18
24265666,32
42217521,23
92406608,27
85784633,22
19698244,4
56433211,3
60449576,28
54207095,17
8248819,11
39715851,29
66793994,23
61897935,11
77219115,27
18978452,1
20308212,34
92076500,21
17939259,34
13404091,35
40892624,28
6964237,1
62316573,6
68113228,21
76141712,15
74811609,24
26057398,24
94183753,21
93478182,23
18108994,10
83224340,31
91737436,19
61313439,16
49848076,18
58473760,8
2929511,12
90500574,17
73407587,32
12870868,5
15851699,16
19247907,5
13418792,24
67731404,17
80261348,13
58574787,32
41542604,20
15093752,12
44439915,13
68401339,20
12032454,17
413727,20
51522466,24
38299518,1
98321047,25
93603083,14
94318804,28
72909848,11
54965008,33
62618443,1
92700722,12
66098384,7
30917580,14
31270136,3
11311162,6
8118999,25
64030165,23
64818627,33
74045666,34
55348159,15
67698907,5
92382398,12
2446525,18
33704390,19
76817287,28
77165660,19
87941893,20
11656553,24
4780557,25
88810567,1
73756698,2
65844137,4
7129914,29
78078028,2
42824860,21
57072022,35
21664957,32
30677614,11
95126100,31
94881909,10
4049292,12
65329574,21
32413008,5
45851230,14
46669111,26
10204865,13
23506354,10
49337545,17
87890884,9
15810944,2
43115833,32
99334266,2
5283002,24
7371527,30
66499410,24
16093289,30
85038706,25
90589636,29
32821084,29
27841620,16
37680334,27
86071532,7
15806725,5
53236726,29
21745233,27
68487412,34
98115490,23
8648063,28
86349401,8
18275603,3
5658511,19
97199026,20
11847,17
12816906,29
46364710,2
13213808,23
77386353,22
97895029,32
73458809,12
58525322,7
83407646,29
80990728,7
3808978,4
14066711,16
84403184,12
58635399,8
76627622,18
84709277,31
29666810,29
29588216,11
19433200,28
28836311,5
65445416,25
55165205,19
2016560,23
18735763,7
47074134,29
92067597,23
38344512,30
6371256,16
4455162,4
66133865,3
96956700,26
46673093,24
86782926,34
99926094,1
19820135,4
55847122,32
41430530,29
15894966,1
63862205,4
36079471,1
71065943,7
84034780,18
94056121,19
20099609,31
14331573,8
68294517,28
34546877,5
60117409,28
27236355,5
32320865,7
29150968,26
55052831,33
74094438,7
39855131,31
38675016,22
23310633,30
52618641,3
37149065,28
8774557,5
75726762,20
48535989,6
92010520,12
29185926,1
11701603,3
87935595,24
65541984,20
87568937,32
19019999,10
8116404,4
28981710,9
55620690,18
28423947,6
52550859,35
10863915,8
80012346,31
59358746,30
30100819,24
14118885,26
60845935,1
90742929,35
39238939,26
11244470,35
24959471,30
53404125,10
52456269,16
99411624,13
52894152,3
42952411,11
44795420,18
71694263,34
43719753,29
28394408,11
47334884,19
17751452,25
26602657,24
91614131,5
92789842,7
5350568,28
50813511,34
34879068,15
90194361,24
30031505,8
92697675,20
12375899,3
55533845,21
69457095,23
16594742,4
20780411,34
78891708,30
47119293,28
62119165,4
2454319,10
82270459,11
67593980,25
63896425,19
22158872,10
15868086,4
79750150,10
27966142,22
52785000,30
22015224,16
81120567,12
18531251,35
10194599,26
7339441,34
80315990,4
47846197,17
25623552,23
95399629,31
6047361,18
86274641,4
72718995,16
39921513,26
67938181,24
95672921,4
92961950,29
37250204,2
21147738,27
20601870,29
45316393,17
25548003,32
38382150,15
21503432,34
55969022,3
66296186,8
46214851,26
26154103,19
87534163,18
48862198,16
41213764,18
6989478,33
33858120,8
4892275,24
1646037,5
24910727,28
99830056,21
35990001,27
23914383,10
7078331,9
65231993,21
31740202,23
103724,8
17166800,25
76404199,28
15043101,4
46624558,18
57546546,23
77784608,35
83369051,15
377274,19
20396992,3
59118809,21
13604903,4
19896695,10
74006851,17
86999573,9
19630721,4
40630987,27
66793821,21
33331745,20
84303972,20
84843651,1
24711421,26
29525291,15
84707738,32
96062847,25
34819547,29
41550567,26
29938109,35
99017678,6
3362290,29
88581792,8
36369654,18
10770289,1
852916,35
17962833,23
83446993,6
377046,31
27588855,8
65590385,8
33280998,29
7574750,5
90288979,21
53450529,4
54589400,31
60261554,24
56588423,9
82537608,6
34248572,1
6584967,10
79875810,35
27415732,34
56039214,8
39442352,26
42996900,30
35890492,8
33211858,3
55178735,4
82505300,16
73754393,4
3617578,5
23508818,2
33948299,2
46273967,17
89873492,22
41477066,35
97860312,26
19287015,14
45150369,15
93036738,3
99386087,27
725098,22
45413516,20
69249952,20
53192982,19
22258595,34
8061908,29
3375469,31
58754605,15
59493716,23
67797724,35
33581099,13
65657649,31
37541219,9
69045439,8
19140588,28
96754792,3
88295883,6
22252558,14
72105278,2
11578300,33
76955364,5
10949376,19
17237277,6
70955854,25
17789955,31
83439847,14
26488076,13
53762308,24
15281968,20
48653011,14
85633321,19
6640696,6
30985539,29
21544331,21
88670801,25
17914465,23
61860615,10
52414670,3
1483642,29
1369991,35
37349071,1
17397385,14
17904899,8
3891601,14
22732654,31
38499715,24
96573457,29
86210102,21
19356815,33
85460303,34
73706136,9
57863348,20
39471288,19
23026122,10
30051241,14
39417317,27
40637432,20
56612984,17
4358674,24
26170131,23
71965457,32
73393093,32
43783073,25
21592295,29
24471352,30
625977,28
17584614,33
23178420,12
2796664,30
51789221,20
56427923,11
15755595,19
51446551,8
58661626,23
2814509,8
47961416,24
295759,14
81753946,35
53638440,10
29979560,24
27752382,20
457668,7
89961938,24
97480965,2
45852364,3
72990323,4
85846860,28
50782908,2
68045163,2
12300791,35
96518121,27
49870388,9
77938740,20
86094856,11
60577211,20
4170674,15
17614224,26
32050931,33
76913367,30
27420160,27
82526407,27
16611800,3
86001237,32
50685300,32
79037088,2
90174145,7
22385056,32
31375585,9
17267986,35
44759582,8
9552712,2
18734036,16
28203922,6
80186909,28
89263186,26
54678786,30
50351398,8
3004694,34
52793541,25
20794970,15
17352563,22
8364469,16
75806608,10
73643024,5
44174191,11
50158581,21
40094802,30
56190134,18
20840055,16
66845391,10
21694580,3
16964782,14
36927615,21
79925668,13
25810434,9
71008955,17
31918746,14
1626063,29
63630485,14
47429404,14
25675186,7
41118451,30
90786915,20
89092738,30
46431237,16
33999754,6
60855229,11
67970213,14
99209717,3
62438852,16
16251656,35
86293512,22
1399756,31
83238603,28
63817039,27
59705262,23
36353337,35
56141649,3
63513731,1
98868498,6
43494522,3
54857843,14
31348971,23
39678703,35
73463836,28
24093118,9
30426674,8
40617311,11
35238588,19
48011957,31
96692419,6
43195725,27
82842821,5
99063311,22
11819092,9
53048845,8
94253671,9
6047094,32
3597431,30
92645771,15
95931036,14
80048971,6
91834112,4
75240483,23
84603266,29
37693852,17
71368545,24
85171783,33
75499288,35
27718069,26
56401075,26
52920052,25
99188328,16
76781570,28
22792336,26
55632403,28
25000723,16
9555588,27
32044441,22
65591170,10
69294516,35
26829711,22
48682953,1
58708155,3
32864963,10
84838700,31
26999260,16
78505362,7
94591200,34
44472099,23
93807488,31
32971055,21
22424844,10
17143162,23
84404027,20
74727483,3
69256675,18
16785925,13
34601159,1
16972512,13
32853924,24
64210539,31
64439468,13
38591452,35
84237494,2
54532300,20
7801410,20
74733918,19
50961387,32
67268539,32
4793155,13
96787373,11
17569661,14
63542445,4
48757843,9
51703652,6
76704493,9
49692368,14
29716364,6
32728003,6
54979446,22
78596857,12
89618924,34
18627272,11
96857662,29
50529672,22
17453815,23
31900569,22
99031820,23
92070587,35
46572610,16
58525070,27
3815216,14
56030883,14
98487715,17
15774612,19
21353481,9
52420336,26
29108641,26
20855020,19
93759075,27
48155610,29
26369376,34
62419691,11
49628062,25
88384321,10
79446472,27
39278064,16
41538030,29
54036295,26
71875509,29
48053277,24
32925853,11
4356260,31
91342529,12
60425601,2
25514486,16
691290,9
56628509,17
1264393,21
55794797,29
15925716,33
26996177,20
2150818,35
43008670,26
20748487,13
15627152,34
49577290,29
46317009,25
46471643,32
2738918,3
34940387,21
58146500,26
72677501,28
9940856,3
19490842,13
84831963,31
71304231,30
97400784,5
79202402,23
35257611,34
28082576,34
3521073,25
64462190,26
23176681,4
27678708,1
62237657,15
61803714,20
73150061,17
16396429,17
74898343,21
18461515,11
52021362,10
91803082,13
53485186,13
87309812,30
87514408,15
29616408,32
70144919,29
66146236,30
30462953,25
78330630,17
93382123,15
91162122,33
65643888,11
38069731,28
46565553,4
43762935,13
18905581,31
48021920,5
89153216,12
49586013,29
73014997,9
89441362,5
10925658,29
31646701,9
96243177,7
2244784,25
25143285,9
43501911,2
72041074,9
65860336,15
24657146,27
40798443,29
54557564,25
8899433,10
26655891,35
58694843,12
46672812,16
87684561,24
53252371,34
45127605,28
42148830,5
64845106,12
86196116,25
35387971,1
53629377,34
82162690,34
21184585,22
35814276,32
26491731,16
51302291,27
77256888,26
80431026,34
91242736,18
52120942,28
91874729,5
91911229,30
13900821,16
45475157,11
27035316,10
8893394,19
8704292,2
72801319,5
66839983,24
43913381,7
77158078,8
45356659,26
8104290,12
48824880,20
90476234,12
84037531,1
39658495,35
6401746,35
46194676,6
45179880,24
10920765,23
91183883,8
49295278,9
22586573,17
73095685,8
84732905,1
61750035,7
47143138,1
27902564,34
67159945,22
66595911,16
92416079,5
47371043,4
18607496,5
72680057,5
81059074,1
3795569,1
20412542,11
5978164,21
43237083,13
6599050,7
13259280,2
59559461,35
2163193,19
55994964,2
55861272,5
43184652,30
83378360,34
10616851,3
98821374,23
82315933,24
38360266,8
46518567,13
7020727,9
40590603,28
53999324,13
38722156,20
38144910,30
82460598,1
14115120,22
88458789,8
22296172,14
79337655,4
5751227,6
81743952,26
56448473,20
3939390,7
54793523,27
13426863,22
53300070,9
69102731,30
49532671,6
20849987,11
9584162,6
87818126,14
29321389,34
77788119,27
35663692,27
42282664,15
64490856,23
32179300,17
54389112,10
90836655,15
85630941,35
94299356,34
36774207,21
49516371,26
82615144,20
58702771,19
80632317,3
14066465,32
65822786,28
11530354,3
77893785,28
1201726,9
58828872,6
76244214,28
32739169,34
61836453,13
77135036,32
5171523,32
58411902,25
82061122,34
6523704,8
95747183,31
97306088,34
1285761,10
73913486,13
55739628,34
91394753,33
90170138,1
11828867,31
75779689,5
58836171,32
72585800,15
26868102,6
56831890,26
24376841,3
36988219,32
63204031,14
66712904,19
95106212,7
43678836,23
22191905,9
86344203,32
40084100,2
78811126,2
41061169,16
53104200,19
61341202,12
47995202,14
78990802,2
81948353,27
96858063,16
40620203,6
46408984,14
10748028,6
4575531,3
57894568,35
42788650,3
4500915,12
57899037,8
53603335,33
54167147,10
91363450,19
41735384,21
46249213,15
51168638,8
25806569,23
94066666,20
69250383,16
14271719,30
96042984,4
38494249,2
14022357,32
5054284,24
54830324,31
58036034,16
94640873,2
74765708,1
65929223,32
60093538,22
52414381,4
67519579,4
107981,21
25265970,34
84440171,16
53606942,10
12554978,27
17683970,22
70566581,29
23545847,9
72581136,20
21628777,17
54827884,3
25364330,27
50676515,14
54510048,32
59907012,15
61208356,3
26268555,7
4512685,35
95008269,26
86410840,5
5832403,21
45712015,32
34674965,3
75796208,31
54382719,29
3483204,9
30857648,26
83976972,15
32558143,12
80304211,17
27950289,9
5512939,25
1674740,4
44235574,35
54951702,8
85980781,6
73991742,28
6577841,27
92009286,18
7510502,9
90192893,30
27619381,35
33895768,29
59011420,33
78339046,5
6209972,32
96669023,23
66741224,9
30632975,3
60255140,18
15446410,7
66110398,2
29615477,4
68037292,10
45172625,7
22351698,18
50108908,15
95804587,18
71531282,11
71420671,11
30443709,8
20840907,11
37860873,24
48830977,16
86829465,24
49335982,18
30711340,4
35349995,28
95947098,16
65569124,20
45923486,3
41830168,5
66287722,25
17509600,6
22794023,1
1479502,32
36062766,5
22766878,31
99033138,14
57204724,21
55172576,33
11216928,8
92478548,15
33066441,27
48465891,25
93260109,27
35888266,1
71312655,8
96694885,3
34193365,15
82377255,20
83811876,16
24410996,3
30030474,3
64570372,3
41068196,16
4840344,18
61650179,19
68095814,13
47452759,12
61231367,29
88957512,10
78046878,35
79900604,7
49603861,8
4282770,33
57243709,31
11586954,27
26429673,9
20777743,16
92785085,5
69567253,35
77640116,33
57130874,11
25317949,31
12675580,26
89492605,19
87324901,28
24747521,6
69309694,22
85698508,3
52964423,25
99910069,21
53992315,18
86792491,19
38394298,9
73731278,25
5560346,33
57002657,21
68589833,28
16501480,30
60699095,22
27014193,12
80735089,11
10591375,29
96636366,4
50239446,2
13666259,13
54811041,11
64086973,20
49135763,16
95493649,8
43048119,12
5119735,18
8162116,22
26909498,2
37562822,2
80091695,18
19609559,23
28506381,33
84773671,21
42012820,12
46784568,15
53096926,22
92857030,34
36253872,3
71970872,29
88387011,25
13309719,18
44232762,32
49484304,13
50764858,32
63023357,30
61048600,12
96636483,7
19937671,23
7711804,17
64786733,24
2114540,31
71288648,31
78863598,19
58517601,24
19617239,14
5796608,29
52272235,28
57978307,19
70663854,10
7494262,32
26019319,28
83460048,20
82058189,34
7406871,30
4205320,4
33726959,5
72586967,6
4357458,15
60925189,30
82251299,14
3327156,33
47721452,27
18859132,33
63886821,9
76153129,27
233960,14
79232404,1
95560636,5
48963763,8
16463828,1
32295441,19
58213422,33
29571071,33
3352887,23
48142332,29
97894673,15
76720299,35
94711839,14
12328698,23
32636842,19
31329533,11
12845675,15
93684671,6
10054988,3
42795076,34
75062376,30
44745877,8
33024191,8
48163429,21
93648492,15
56687500,7
16264678,32
87499645,1
47454880,1
93228733,16
87670007,28
83733834,11
29785512,31
847347,24
67192205,12
13408513,11
49847471,14
68153895,26
34158013,17
4605243,24
34845516,24
68511726,28
5698428,1
69732920,25
13822602,5
56528231,7
2753624,27
74996021,30
98635986,16
5958165,8
92972328,18
41240175,27
44818761,18
55336721,2
9151946,22
51426667,32
72143320,33
21311468,18
41559485,12
33479437,15
18997697,4
43294676,12
72104231,35
32974821,30
57966267,9
94730452,7
8230203,25
74792310,9
11484700,29
12999777,8
86801206,2
44166426,14
7721783,33
51102784,13
82317067,15
44735284,6
34201636,7
59583285,28
73521814,25
51881277,23
52430455,14
87702928,20
18522420,11
75437490,25
33177005,8
88979170,29
28268963,14
64673123,12
94894582,6
65541154,14
39262046,14
5604387,5
53911531,10
82165547,27
34234613,1
53584049,34
74604678,17
30004007,30
69358919,9
36706312,11
79516381,6
35893556,6
60184879,25
75797303,10
9322944,33
97961117,3
9549752,33
8735885,34
17109027,8
53297143,31
16359664,14
87441448,6
61758506,18
53817277,23
10916126,10
32038320,6
91974858,3
5846740,16
33563118,22
57492046,18
69835866,28
30727671,28
46327069,29
99826467,6
52969956,12
15306532,24
48497966,22
51768626,21
48388849,9
85893349,6
74093698,18
35285376,4
20217225,12
77048644,5
70138641,4
89373283,24
58521526,16
52268579,17
14107582,9
6432981,29
89559669,8
61694244,34
61491972,32
96521074,23
10017537,15
95276193,20
27764944,34
24320770,17
47705031,1
63718283,34
82058484,24
80181812,3
31870857,17
58797561,35
59093484,19
14393845,23
15246466,30
79560231,23
58117828,34
76749915,3
86096819,12
5825226,33
55863213,17
47073939,8
3803539,5
98301859,13
30790166,4
96866155,5
15322843,21
91517324,18
80499771,11
6937203,16
98205834,27
10588484,31
99557922,9
79138579,35
69683408,30
56786064,12
78581944,28
84811112,27
91490547,35
74124434,8
66247688,6
19506059,11
92894981,25
2313354,32
84072391,33
90230594,14
99272943,28
56648595,26
85219073,15
32065702,23
43372612,3
5432592,14
86030930,35
7378904,30
82544441,13
32480128,33
59467628,4
82066799,27
37831226,31
28903898,32
97115655,19
59635486,30
95511845,13
76616703,16
37672832,25
51355300,21
91074091,32
28254338,18
91993081,32
79699773,17
26959534,1
43071984,2
8269924,26
10930503,20
30696586,15
18872970,18
30240851,16
15341559,29
5486879,7
61149978,25
51830539,21
50527974,33
96222797,21
53920,33
92742034,6
12133085,17
30754866,24
73000453,18
5752738,7
58480008,12
47498577,16
38623337,12
29370503,6
65934549,18
83987538,17
58340816,32
25371101,17
27308918,11
95618934,16
5580937,9
5520353,6
57206301,3
43341055,17
69866979,31
29623970,26
48929774,2
43811108,13
13473996,15
26506272,20
30193035,3
76282703,33
52103907,12
44951688,29
93091054,24
11995218,14
40390828,30
92341655,22
20584192,4
19018198,6
18905500,25
95514615,1
35355481,12
80613551,35
62982626,16
90842891,8
79930974,29
66525443,14
60215077,23
65599824,9
81164015,1
13969740,19
81412602,9
63141462,30
79152250,35
48521720,24
9526071,26
6071399,30
59743810,32
67763005,21
93489958,7
44977096,30
36928208,2
99723393,12
5390411,4
37142976,32
92139635,31
58804857,30
30010424,30
3956751,23
13626246,21
89095891,12
30875889,6
55031,10
74799379,30
40171920,23
25867121,4
7812426,24
78253831,28
63775564,5
39781293,34
79029918,5
88273739,9
20365478,12
13025936,30
14254879,31
1307125,29
70428023,5
14376741,12
64182767,17
43205961,22
81530350,30
48101576,19
84897591,30
58044164,20
75420537,21
21395317,15
47843527,25
59553690,12
42764522,1
90747747,9
94693486,25
29063931,34
37100472,29
24148146,32
86479121,33
84011038,35
73749604,5
29848210,19
24299903,17
89942783,22
72638454,16
28771229,32
86688489,29
75269369,15
33133594,26
82458627,20
80740684,29
61116618,22
90258441,9
74480725,14
40050548,13
27072147,21
74055531,33
27754803,25
10423394,26
76784974,24
96126270,10
9964249,24
42596079,8
16027469,20
20070567,15
9503865,6
67606380,9
58071596,16
45147495,2
91902322,28
46540749,3
17051319,8
33329900,35
97925575,29
82128104,10
62667211,21
26443936,5
960355,31
28011024,29
83820941,14
39609263,17
85029120,1
51439862,26
59110848,15
20162629,34
77201509,8
36793798,16
33620056,10
68630150,7
123583,31
57799674,1
69848437,9
39153321,22
22129668,3
97203207,21
33183389,22
75080944,30
22501708,11
71408912,12
14981624,29
87864838,16
24098129,29
23685893,26
84848287,18
13566291,4
5922247,22
31153711,29
68764998,32
73727601,27
14624086,19
44389344,27
39988183,11
25691138,10
1920076,4
87392993,34
48330992,7
7638789,10
25192561,35
83135707,30
50222133,2
75976187,10
70386920,31
63069644,2
22474128,8
40227144,12
39310594,16
37206646,13
1145920,27
90338203,6
457060,12
14864052,34
92461289,2
21737865,17
77601775,30
26286498,34
86189764,26
75663959,7
16797865,26
86765623,22
13049752,28
1315874,33
19134528,4
71451588,17
92135216,7
53678362,34
8816613,27
30917565,2
97626241,15
4342158,31
33753776,25
18807469,1
37377465,15
23335766,8
71716367,34
72839322,27
90150048,26
69490028,28
60915911,32
94813661,12
82032923,21
1471304,26
4721521,12
31412948,33
74563499,13
99750058,1
15041499,25
98513099,16
16187312,31
60176497,12
55127063,12
4436833,32
84002060,28
31948214,11
33136083,21
90449021,9
33414531,16
42105571,5
94242592,32
40615938,2
59176601,27
54682813,6
31073985,30
1053258,29
41846052,10
34698077,26
5447567,28
56755475,34
21555366,15
14726483,9
74906818,21
8400762,21
16734178,12
67117876,12
82152366,17
28276163,2
21898643,1
98317178,19
62359545,6
96117146,25
17732160,35
15216571,8
4651919,16
22820783,11
50513295,16
5840659,23
62055202,24
30817280,28
83622090,32
35746235,2
16690748,10
76372554,14
14709165,24
97534903,27
91124622,34
51420647,5
50884615,34
54865077,20
85474586,1
94422621,4
80428164,13
13276677,34
84931709,2
68919555,4
87303294,25
35636669,12
83334698,6
9230188,22
38554660,23
52905944,28
43816879,19
95399286,17
5813168,15
30255496,29
85753782,19
78434334,3
2939421,4
89985157,23
114678,15
18050185,31
16411336,3
71047198,25
89150593,31
12623280,10
46290023,17
89828449,24
65859222,1
333174,11
55825280,12
81602783,15
68776836,30
1850330,29
83978250,17
72219712,26
15422736,35
12899866,5
93638953,13
8497028,5
60284214,24
11478928,10
92590717,2
42380994,35
78957738,14
59884849,21
59141448,3
85133349,22
63119751,11
62060778,28
24634391,12
9094748,3
78165243,7
65065140,30
6241960,30
98282570,24
27024336,27
54824940,32
37931405,11
42594500,29
49488952,8
23708745,16
74367385,7
7091915,5
56531892,29
41287718,24
63849825,2
50739892,28
97188923,15
23626412,12
92753319,10
4879371,8
81655655,5
6350094,1
83593408,12
45791829,3
17026892,31
27710664,34
94845315,16
72856819,11
64337599,2
24666848,24
82817495,29
81124495,32
63261220,13
93912098,33
11639796,28
4644844,4
34572231,10
57256205,22
26109714,1
87855846,23
86897306,13
29359527,11
25601406,25
10305640,28
